JTYH01000010.1	NC_009656.1	100.000	1254881	1254839	43	24314	24356	6.46e-13	80.5	43
JTYH01000010.1	NC_009656.1	100.000	537623	537655	33	32363	32395	2.34e-07	62.1	33
JTYH01000010.1	NC_009656.1	100.000	5798839	5798868	30	163378	163407	1.09e-05	56.5	30
JTYH01000010.1	NC_009656.1	100.000	509810	509837	28	63217	63244	1.41e-04	52.8	28
JTYH01000101.1	NC_009656.1	98.819	2827889	2827636	254	4	256	1.20e-126	451	251
JTYH01000101.1	NC_009656.1	100.000	2819327	2819293	35	845	879	1.82e-10	65.8	35
JTYH01000101.1	NC_009656.1	100.000	54444	54417	28	268	295	1.42e-06	52.8	28
JTYH01000105.1	NC_009656.1	100.000	5498441	5497870	572	1	572	0.0	1057	572
JTYH01000105.1	NC_009656.1	100.000	5511660	5512231	572	1	572	0.0	1057	572
JTYH01000011.1	NC_009656.1	100.000	717913	717841	73	89495	89567	1.64e-29	135	73
JTYH01000011.1	NC_009656.1	100.000	688165	688094	72	89496	89567	5.89e-29	134	72
JTYH01000011.1	NC_009656.1	100.000	4111408	4111448	41	184405	184445	1.01e-11	76.8	41
JTYH01000011.1	NC_009656.1	100.000	1054789	1054822	34	192815	192848	7.84e-08	63.9	34
JTYH01000011.1	NC_009656.1	100.000	1593776	1593807	32	146216	146247	1.01e-06	60.2	32
JTYH01000011.1	NC_009656.1	100.000	2889313	2889344	32	146216	146247	1.01e-06	60.2	32
JTYH01000011.1	NC_009656.1	100.000	4775742	4775712	31	192937	192967	3.65e-06	58.4	31
JTYH01000011.1	NC_009656.1	100.000	2717918	2717947	30	146216	146245	1.31e-05	56.5	30
JTYH01000011.1	NC_009656.1	100.000	1699769	1699797	29	199750	199778	4.72e-05	54.7	29
JTYH01000112.1	NC_009656.1	98.573	3424710	3425410	701	1	701	0.0	1240	691
JTYH01000112.1	NC_009656.1	98.431	1085665	1086365	701	1	701	0.0	1234	690
JTYH01000012.1	NC_009656.1	99.322	5220942	5216820	4130	161979	166104	0.0	7461	4102
JTYH01000012.1	NC_009656.1	100.000	2029292	2029210	83	76252	76334	3.65e-35	154	83
JTYH01000012.1	NC_009656.1	100.000	5306029	5305947	83	95163	95245	3.65e-35	154	83
