LLLN01000001.1	NC_009656.1	99.979	4032926	4369013	336089	473339	809368	0.0	6.202e+05	336020
LLLN01000001.1	NC_009656.1	99.999	3503490	3829578	326089	1	326089	0.0	6.022e+05	326086
LLLN01000001.1	NC_009656.1	99.978	3884850	4032085	147266	326082	473347	0.0	2.717e+05	147233
LLLN01000001.1	NC_009656.1	99.611	2539616	2539360	257	809112	809368	1.56e-129	470	256
LLLN01000001.1	NC_009656.1	99.609	2429181	2429436	256	809113	809368	5.59e-129	468	255
LLLN01000001.1	NC_009656.1	99.609	4826521	4826266	256	809113	809368	5.59e-129	468	255
LLLN01000001.1	NC_009656.1	98.479	2888472	2888210	263	809106	809368	7.24e-128	464	259
LLLN01000001.1	NC_009656.1	99.222	4926632	4926376	257	809113	809368	2.60e-127	462	255
LLLN01000001.1	NC_009656.1	100.000	207161	207191	31	716231	716261	1.44e-05	58.4	31
LLLN01000001.1	NC_009656.1	100.000	2370349	2370378	30	80437	80466	5.16e-05	56.5	30
LLLN01000001.1	NC_009656.1	100.000	3725269	3725240	30	221751	221780	5.16e-05	56.5	30
LLLN01000001.1	NC_009656.1	100.000	5326191	5326162	30	80437	80466	5.16e-05	56.5	30
LLLN01000001.1	NC_009656.1	100.000	230163	230191	29	368210	368238	1.86e-04	54.7	29
LLLN01000001.1	NC_009656.1	100.000	4039165	4039138	28	479552	479579	6.68e-04	52.8	28
LLLN01000001.1	NC_009656.1	100.000	5295054	5295027	28	80438	80465	6.68e-04	52.8	28
LLLN01000001.1	NC_009656.1	100.000	5884643	5884670	28	269682	269709	6.68e-04	52.8	28
LLLN01000002.1	NC_009656.1	99.992	3424200	3234404	189807	1	189807	0.0	3.504e+05	189791
LLLN01000002.1	NC_009656.1	99.234	1085155	1084895	261	1	261	1.01e-130	472	259
LLLN01000002.1	NC_009656.1	100.000	1342905	1342935	31	154291	154321	3.36e-06	58.4	31
LLLN01000002.1	NC_009656.1	100.000	2321497	2321525	29	36559	36587	4.35e-05	54.7	29
LLLN01000003.1	NC_009656.1	99.873	5104006	5285192	181197	1	181193	0.0	3.333e+05	180967
LLLN01000003.1	NC_009656.1	98.200	716962	689324	27663	88183	115810	0.0	48270	27165
LLLN01000003.1	NC_009656.1	99.700	5104309	5103977	333	180861	181193	1.97e-172	610	332
LLLN01000003.1	NC_009656.1	99.399	5411656	5411988	333	180861	181193	9.15e-171	604	331
LLLN01000003.1	NC_009656.1	99.099	6120290	6119958	333	180861	181193	4.26e-169	599	330
LLLN01000003.1	NC_009656.1	99.672	5411959	5411655	305	1	305	7.22e-157	558	304
LLLN01000003.1	NC_009656.1	99.671	5285163	5284860	304	1	304	2.60e-156	556	303
LLLN01000003.1	NC_009656.1	99.342	6119987	6120290	304	1	304	1.21e-154	551	302
LLLN01000003.1	NC_009656.1	98.621	5102987	5103131	145	116946	117090	2.95e-66	257	143
LLLN01000003.1	NC_009656.1	100.000	5104275	5104309	35	117099	117133	1.92e-08	65.8	35
LLLN01000003.1	NC_009656.1	100.000	5221098	5221132	35	270	304	1.92e-08	65.8	35
LLLN01000003.1	NC_009656.1	100.000	5221132	5221098	35	180861	180895	1.92e-08	65.8	35
LLLN01000003.1	NC_009656.1	100.000	5284894	5284860	35	117099	117133	1.92e-08	65.8	35
LLLN01000003.1	NC_009656.1	100.000	5411690	5411656	35	117099	117133	1.92e-08	65.8	35
LLLN01000003.1	NC_009656.1	100.000	4443146	4443174	29	82888	82916	4.16e-05	54.7	29
LLLN01000004.1	NC_009656.1	99.996	4659308	4826016	166710	159	166868	0.0	3.078e+05	166704
LLLN01000004.1	NC_009656.1	98.906	4563263	4562533	731	166138	166868	0.0	1306	723
LLLN01000004.1	NC_009656.1	98.632	2887230	2887960	731	166138	166868	0.0	1295	721
LLLN01000004.1	NC_009656.1	98.632	4369993	4369263	731	166138	166868	0.0	1295	721
LLLN01000004.1	NC_009656.1	98.497	2430417	2429686	732	166137	166868	0.0	1291	721
LLLN01000004.1	NC_009656.1	98.367	2538376	2539110	735	166135	166868	0.0	1290	723
LLLN01000004.1	NC_009656.1	98.495	4925396	4926126	731	166138	166868	0.0	1290	720
LLLN01000004.1	NC_009656.1	100.000	4728026	4728105	80	69064	69143	1.71e-33	148	80
LLLN01000004.1	NC_009656.1	100.000	4728212	4728291	80	68878	68957	1.71e-33	148	80
LLLN01000004.1	NC_009656.1	100.000	5325750	5325827	78	162	239	2.21e-32	145	78
LLLN01000004.1	NC_009656.1	100.000	4722254	4722221	34	63073	63106	6.36e-08	63.9	34
LLLN01000004.1	NC_009656.1	100.000	1054820	1054790	31	116564	116594	2.96e-06	58.4	31
LLLN01000005.1	NC_009656.1	99.999	3175430	3037435	137996	1	137996	0.0	2.548e+05	137995
LLLN01000005.1	NC_009656.1	99.522	1975145	1973891	1255	136743	137996	0.0	2283	1249
LLLN01000005.1	NC_009656.1	99.588	6232243	6232485	243	1	243	1.61e-122	444	242
LLLN01000006.1	NC_009656.1	99.998	6353656	6232243	121414	1	121414	0.0	2.242e+05	121411
LLLN01000006.1	NC_009656.1	99.588	3175188	3175430	243	121172	121414	1.41e-122	444	242
LLLN01000006.1	NC_009656.1	100.000	812061	812299	239	1	239	5.09e-122	442	239
LLLN01000006.1	NC_009656.1	99.582	5566420	5566182	239	1	239	2.37e-120	436	238
LLLN01000006.1	NC_009656.1	99.160	4983104	4982868	238	1	238	1.42e-117	427	236
LLLN01000007.1	NC_009656.1	100.000	5429719	5491492	61774	1	61774	0.0	1.141e+05	61774
LLLN01000007.1	NC_009656.1	99.998	5511660	5566638	54980	61775	116754	0.0	1.015e+05	54979
LLLN01000007.1	NC_009656.1	100.000	5498441	5497562	880	61775	62654	0.0	1626	880
LLLN01000007.1	NC_009656.1	99.562	6353418	6353874	457	116298	116754	0.0	833	455
LLLN01000007.1	NC_009656.1	99.346	812301	811843	459	116296	116754	0.0	832	456
LLLN01000007.1	NC_009656.1	98.904	4982868	4983322	456	116299	116754	0.0	813	451
LLLN01000007.1	NC_009656.1	100.000	2611896	2611866	31	17763	17793	2.07e-06	58.4	31
LLLN01000008.1	NC_009656.1	99.997	6119981	6231391	111411	1	111411	0.0	2.057e+05	111408
LLLN01000008.1	NC_009656.1	99.677	5411965	5411656	310	1	310	7.38e-160	568	309
LLLN01000008.1	NC_009656.1	99.355	5104000	5104309	310	1	310	3.43e-158	562	308
LLLN01000008.1	NC_009656.1	99.032	5285169	5284860	310	1	310	1.60e-156	556	307
LLLN01000008.1	NC_009656.1	100.000	3176520	3176282	239	111173	111411	4.67e-122	442	239
LLLN01000008.1	NC_009656.1	98.182	2887229	2887283	55	108640	108694	4.19e-18	97.1	54
LLLN01000008.1	NC_009656.1	98.182	4369994	4369940	55	108640	108694	4.19e-18	97.1	54
LLLN01000008.1	NC_009656.1	98.148	2430416	2430363	54	108641	108694	1.51e-17	95.3	53
LLLN01000008.1	NC_009656.1	98.148	2538380	2538433	54	108641	108694	1.51e-17	95.3	53
LLLN01000008.1	NC_009656.1	98.148	4925396	4925449	54	108641	108694	1.51e-17	95.3	53
LLLN01000009.1	NC_009656.1	99.993	3037673	2930855	106819	1	106819	0.0	1.972e+05	106811
LLLN01000009.1	NC_009656.1	99.634	1974129	1973857	273	1	273	2.62e-139	499	272
LLLN01000010.1	NC_009656.1	99.998	4925972	4826152	99821	1	99821	0.0	1.843e+05	99819
LLLN01000010.1	NC_009656.1	99.145	4369417	4370000	585	1	584	0.0	1051	580
LLLN01000010.1	NC_009656.1	99.480	2887806	2887230	577	1	577	0.0	1050	574
LLLN01000010.1	NC_009656.1	99.307	2429840	2430416	577	1	577	0.0	1044	573
LLLN01000010.1	NC_009656.1	99.138	2538956	2538377	580	1	580	0.0	1044	575
LLLN01000010.1	NC_009656.1	98.787	4562687	4563263	577	1	577	0.0	1027	570
