LJZF01000001.1	NC_009656.1	99.050	686258	522693	163594	87701	251238	0.0	2.934e+05	162040
LJZF01000001.1	NC_009656.1	98.785	509627	477320	32334	264436	296736	0.0	57478	31941
LJZF01000001.1	NC_009656.1	98.237	744036	717831	26212	54319	80518	0.0	45829	25750
LJZF01000001.1	NC_009656.1	99.048	806917	788226	18699	1	18698	0.0	33538	18521
LJZF01000001.1	NC_009656.1	98.945	522778	509628	13179	251202	264370	0.0	23532	13040
LJZF01000001.1	NC_009656.1	98.854	5571564	5571912	349	1	349	4.14e-176	623	345
LJZF01000001.1	NC_009656.1	98.305	4988248	4988600	354	1	354	5.35e-175	619	348
LJZF01000001.1	NC_009656.1	100.000	537623	537658	36	236272	236307	8.74e-09	67.6	36
LJZF01000001.1	NC_009656.1	100.000	4775742	4775712	31	187696	187726	5.26e-06	58.4	31
LJZF01000001.1	NC_009656.1	100.000	5110453	5110423	31	111075	111105	5.26e-06	58.4	31
LJZF01000001.1	NC_009656.1	100.000	509810	509838	29	267202	267230	6.81e-05	54.7	29
LJZF01000001.1	NC_009656.1	100.000	5295054	5295027	28	111078	111105	2.45e-04	52.8	28
LJZF01000002.1	NC_009656.1	99.257	3766232	3579644	186620	1	186566	0.0	3.369e+05	185234
LJZF01000002.1	NC_009656.1	98.611	3579101	3565429	13678	194402	208077	0.0	24199	13488
LJZF01000002.1	NC_009656.1	100.000	3725240	3725269	30	40942	40971	1.33e-05	56.5	30
LJZF01000002.1	NC_009656.1	100.000	2370376	2370349	28	182257	182284	1.72e-04	52.8	28
LJZF01000002.1	NC_009656.1	100.000	5326164	5326191	28	182257	182284	1.72e-04	52.8	28
LJZF01000003.1	NC_009656.1	99.430	3934817	4060403	125609	11613	137161	0.0	2.279e+05	124893
LJZF01000003.1	NC_009656.1	99.402	3932498	3934839	2342	1	2342	0.0	4248	2328
LJZF01000004.1	NC_009656.1	99.064	5566277	5550687	15592	1	15562	0.0	27955	15446
LJZF01000004.1	NC_009656.1	100.000	812204	812301	98	1	98	1.57e-44	182	98
LJZF01000004.1	NC_009656.1	100.000	6353513	6353418	96	1	96	2.03e-43	178	96
LJZF01000005.1	NC_009656.1	99.145	4967994	4982971	14979	1	14976	0.0	26949	14851
LJZF01000005.1	NC_009656.1	98.095	812298	812194	105	14873	14976	1.51e-44	182	103
LJZF01000005.1	NC_009656.1	98.095	5566183	5566287	105	14873	14976	1.51e-44	182	103
LJZF01000005.1	NC_009656.1	98.095	6353419	6353523	105	14873	14976	1.51e-44	182	103
